"Car_id","Model","Engine","Transmission","Color","Body Style","price ($)"
"C_CND_020791","Cougar","Overhead Camshaft","Manual","Pale White","Hatchback","28001"
"C_CND_020792","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19001"
"C_CND_020793","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","69801"
"C_CND_020794","I30","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","15000"
"C_CND_020795","Ranger","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","61000"
"C_CND_020796","Cougar","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","26001"
"C_CND_020797","Escalade","Overhead Camshaft","Manual","Black","Sedan","34001"
"C_CND_020798","Intrigue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","39501"
"C_CND_020799","Sunfire","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18001"
"C_CND_020800","Prizm","Overhead Camshaft","Manual","Black","SUV","44500"
"C_CND_020801","Boxter","Overhead Camshaft","Manual","Pale White","SUV","24001"
"C_CND_020802","Caravan","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_020803","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","31001"
"C_CND_020804","A6","Overhead Camshaft","Manual","Pale White","SUV","13001"
"C_CND_020805","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","17501"
"C_CND_020806","Cutlass","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","15001"
"C_CND_020807","Metro","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","31001"
"C_CND_020808","RL","Overhead Camshaft","Manual","Pale White","SUV","34001"
"C_CND_020809","Forester","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","22500"
"C_CND_020810","Bonneville","Overhead Camshaft","Manual","Black","Hatchback","36000"
"C_CND_020811","Sunfire","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18000"
"C_CND_020812","Continental","Overhead Camshaft","Manual","Black","Passenger","18000"
"C_CND_020813","528i","Overhead Camshaft","Manual","Black","SUV","21000"
"C_CND_020814","Malibu","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","16100"
"C_CND_020815","Sable","Overhead Camshaft","Manual","Pale White","Sedan","61000"
"C_CND_020816","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","41000"
"C_CND_020817","E-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","15000"
"C_CND_020818","C70","Overhead Camshaft","Manual","Pale White","Hatchback","24001"
"C_CND_020819","LHS","Overhead Camshaft","Manual","Pale White","Hatchback","41501"
"C_CND_020820","LW","Overhead Camshaft","Manual","Pale White","Hatchback","13001"
"C_CND_020821","3000GT","Overhead Camshaft","Manual","Pale White","Sedan","20001"
"C_CND_020822","SLK230","Overhead Camshaft","Manual","Pale White","Hatchback","14001"
"C_CND_020823","Accord","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19001"
"C_CND_020824","Civic","Overhead Camshaft","Manual","Black","Hatchback","43001"
"C_CND_020825","S-Type","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","16000"
"C_CND_020826","Passport","Overhead Camshaft","Manual","Pale White","SUV","27000"
"C_CND_020827","Cougar","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","33000"
"C_CND_020828","I30","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","51900"
"C_CND_020829","E-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","31000"
"C_CND_020830","RL","Overhead Camshaft","Manual","Pale White","SUV","17000"
"C_CND_020831","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","16000"
"C_CND_020832","Prizm","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","42500"
"C_CND_020833","Ram Wagon","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","22000"
"C_CND_020834","Frontier","Overhead Camshaft","Manual","Black","Hatchback","53000"
"C_CND_020835","S40","Overhead Camshaft","Manual","Pale White","Sedan","22000"
"C_CND_020836","Civic","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","25000"
"C_CND_020837","Bravada","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","26000"
"C_CND_020838","F-Series","Overhead Camshaft","Manual","Black","Passenger","38000"
"C_CND_020839","Sunfire","Overhead Camshaft","Manual","Pale White","Sedan","43080"
"C_CND_020840","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","13000"
"C_CND_020841","F-Series","Overhead Camshaft","Manual","Pale White","Passenger","13000"
"C_CND_020842","328i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","16000"
"C_CND_020843","Monte Carlo","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20000"
"C_CND_020844","300M","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","26000"
"C_CND_020845","Eldorado","Overhead Camshaft","Manual","Pale White","Passenger","13000"
"C_CND_020846","Voyager","Overhead Camshaft","Manual","Pale White","Passenger","20000"
"C_CND_020847","3-Sep","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","26000"
"C_CND_020848","Intrigue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","39500"
"C_CND_020849","Sunfire","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","18000"
"C_CND_020850","Forester","Overhead Camshaft","Manual","Pale White","SUV","17000"
"C_CND_020851","Boxter","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_020852","Montero Sport","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","45000"
"C_CND_020853","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","31500"
"C_CND_020854","A6","Overhead Camshaft","Manual","Pale White","SUV","13000"
"C_CND_020855","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","17000"
"C_CND_020856","Cutlass","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","15000"
"C_CND_020857","Metro","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","31000"
"C_CND_020858","RL","Overhead Camshaft","Manual","Pale White","SUV","34000"
"C_CND_020859","M-Class","Overhead Camshaft","Manual","Pale White","SUV","41050"
"C_CND_020860","C70","Overhead Camshaft","Manual","Black","Hatchback","17450"
"C_CND_020861","Town car","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18000"
"C_CND_020862","Galant","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","36200"
"C_CND_020863","Montero","Overhead Camshaft","Manual","Black","SUV","16000"
"C_CND_020864","GTI","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","25000"
"C_CND_020865","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","69000"
"C_CND_020866","Frontier","Overhead Camshaft","Manual","Black","Hatchback","53200"
"C_CND_020867","Lumina","Overhead Camshaft","Manual","Black","Passenger","42000"
"C_CND_020868","C-Class","Overhead Camshaft","Manual","Pale White","Hatchback","12000"
"C_CND_020869","SLK","Overhead Camshaft","Manual","Pale White","Passenger","17000"
"C_CND_020870","SC","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","33001"
"C_CND_020871","Town car","Overhead Camshaft","Manual","Black","Hatchback","17000"
"C_CND_020872","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","21001"
"C_CND_020873","A6","Overhead Camshaft","Manual","Black","SUV","15000"
"C_CND_020874","TL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","28000"
"C_CND_020875","SC","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","12001"
"C_CND_020876","Mustang","Overhead Camshaft","Manual","Pale White","Hatchback","43500"
"C_CND_020877","Land Cruiser","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","12000"
"C_CND_020878","Prizm","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","16001"
"C_CND_020879","I30","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","21001"
"C_CND_020880","S70","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","20001"
"C_CND_020881","Diamante","Overhead Camshaft","Manual","Black","Hatchback","49000"
"C_CND_020882","GS400","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","12000"
"C_CND_020883","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","15000"
"C_CND_020884","RL","Overhead Camshaft","Manual","Black","SUV","18600"
"C_CND_020885","Odyssey","Overhead Camshaft","Manual","Pale White","Passenger","27000"
"C_CND_020886","C70","Overhead Camshaft","Manual","Black","Hatchback","17001"
"C_CND_020887","Town car","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18001"
"C_CND_020888","Galant","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","36001"
"C_CND_020889","Montero","Overhead Camshaft","Manual","Black","SUV","16001"
"C_CND_020890","GTI","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","25001"
"C_CND_020891","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","69001"
"C_CND_020892","Frontier","Overhead Camshaft","Manual","Black","Hatchback","53001"
"C_CND_020893","Impala","Overhead Camshaft","Manual","Pale White","Hatchback","22001"
"C_CND_020894","LW","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18001"
"C_CND_020895","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","14001"
"C_CND_020896","3-Sep","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","69501"
"C_CND_020897","S40","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","17001"
"C_CND_020898","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","13001"
"C_CND_020899","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","23001"
"C_CND_020900","Wrangler","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","13001"
"C_CND_020901","Pathfinder","Overhead Camshaft","Manual","Pale White","SUV","11000"
"C_CND_020902","RL","Overhead Camshaft","Manual","Pale White","SUV","17000"
"C_CND_020903","Sienna","Overhead Camshaft","Manual","Black","Passenger","12000"
"C_CND_020904","S40","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","42000"
"C_CND_020905","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","21000"
"C_CND_020906","V70","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","39000"
"C_CND_020907","Quest","Overhead Camshaft","Manual","Black","SUV","19000"
"C_CND_020908","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","26000"
"C_CND_020909","Accord","Overhead Camshaft","Manual","Black","Sedan","43101"
"C_CND_020910","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","54000"
"C_CND_020911","Durango","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22000"
"C_CND_020912","Grand Marquis","Overhead Camshaft","Manual","Pale White","SUV","71100"
"C_CND_020913","Camaro","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","17000"
"C_CND_020914","Ranger","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","61000"
"C_CND_020915","C70","Overhead Camshaft","Manual","Pale White","Hatchback","24000"
"C_CND_020916","Metro","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","19500"
"C_CND_020917","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","20000"
"C_CND_020918","Prowler","Overhead Camshaft","Manual","Pale White","Hatchback","71000"
"C_CND_020919","Ranger","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","61000"
"C_CND_020920","LeSabre","Overhead Camshaft","Manual","Black","Sedan","20000"
"C_CND_020921","A6","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_020922","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","31000"
"C_CND_020923","LHS","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20000"
"C_CND_020924","LW","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18000"
"C_CND_020925","Frontier","Overhead Camshaft","Manual","Black","Hatchback","53500"
"C_CND_020926","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","21001"
"C_CND_020927","Concorde","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","12001"
"C_CND_020928","Wrangler","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_020929","Pathfinder","Overhead Camshaft","Manual","Black","SUV","22001"
"C_CND_020930","Bravada","Overhead Camshaft","Manual","Black","Hatchback","36500"
"C_CND_020931","RL","Overhead Camshaft","Manual","Pale White","SUV","17000"
"C_CND_020932","Voyager","Overhead Camshaft","Manual","Black","Passenger","75500"
"C_CND_020933","A6","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_020934","Impala","Overhead Camshaft","Manual","Pale White","Hatchback","22000"
"C_CND_020935","LW","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18000"
"C_CND_020936","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_020937","3-Sep","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","69100"
"C_CND_020938","S40","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","17000"
"C_CND_020939","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","13000"
"C_CND_020940","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","23000"
"C_CND_020941","Wrangler","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","13500"
"C_CND_020942","Pathfinder","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","21000"
"C_CND_020943","Silhouette","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","60000"
"C_CND_020944","SL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","11000"
"C_CND_020945","Grand Am","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","31000"
"C_CND_020946","S-Class","Overhead Camshaft","Manual","Black","SUV","18600"
"C_CND_020947","M-Class","Overhead Camshaft","Manual","Pale White","SUV","25000"
"C_CND_020948","Concorde","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","42000"
"C_CND_020949","528i","Overhead Camshaft","Manual","Pale White","SUV","16651"
"C_CND_020950","Intrigue","Overhead Camshaft","Manual","Pale White","SUV","25000"
"C_CND_020951","RL","Overhead Camshaft","Manual","Pale White","SUV","26000"
"C_CND_020952","Taurus","Overhead Camshaft","Manual","Black","SUV","69000"
"C_CND_020953","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","14500"
"C_CND_020954","SW","Overhead Camshaft","Manual","Black","Passenger","36000"
"C_CND_020955","Continental","Overhead Camshaft","Manual","Pale White","Passenger","82000"
"C_CND_020956","Camaro","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","24000"
"C_CND_020957","ES300","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","16001"
"C_CND_020958","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","14000"
"C_CND_020959","A6","Overhead Camshaft","Manual","Black","SUV","25000"
"C_CND_020960","Cutlass","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","46000"
"C_CND_020961","S-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","39000"
"C_CND_020962","Maxima","Overhead Camshaft","Manual","Pale White","Sedan","16000"
"C_CND_020963","Bravada","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","15000"
"C_CND_020964","528i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","62000"
"C_CND_020965","Crown Victoria","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","11000"
"C_CND_020966","Silhouette","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","60001"
"C_CND_020967","SL","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","11001"
"C_CND_020968","Grand Am","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","31001"
"C_CND_020969","S-Class","Overhead Camshaft","Manual","Black","SUV","18001"
"C_CND_020970","Ram Pickup","Overhead Camshaft","Manual","Black","SUV","19101"
"C_CND_020971","M-Class","Overhead Camshaft","Manual","Pale White","SUV","25001"
"C_CND_020972","528i","Overhead Camshaft","Manual","Pale White","SUV","16001"
"C_CND_020973","Sonata","Overhead Camshaft","Manual","Pale White","SUV","21001"
"C_CND_020974","Ram Van","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","15001"
"C_CND_020975","Montero Sport","Overhead Camshaft","Manual","Pale White","SUV","29701"
"C_CND_020976","GTI","Overhead Camshaft","Manual","Black","SUV","25001"
"C_CND_020977","A4","Overhead Camshaft","Manual","Pale White","SUV","12000"
"C_CND_020978","Camry","Overhead Camshaft","Manual","Black","Hatchback","29101"
"C_CND_020979","Cirrus","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","12000"
"C_CND_020980","Expedition","Overhead Camshaft","Manual","Pale White","SUV","22600"
"C_CND_020981","M-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","18000"
"C_CND_020982","Malibu","Overhead Camshaft","Manual","Pale White","SUV","41500"
"C_CND_020983","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","19000"
"C_CND_020984","528i","Overhead Camshaft","Manual","Black","SUV","21500"
"C_CND_020985","Eclipse","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","27000"
"C_CND_020986","I30","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","51000"
"C_CND_020987","Altima","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20001"
"C_CND_020988","Celica","Overhead Camshaft","Manual","Pale White","SUV","14001"
"C_CND_020989","LS","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","51000"
"C_CND_020990","E-Class","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","31000"
"C_CND_020991","Grand Am","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","19000"
"C_CND_020992","Sienna","Overhead Camshaft","Manual","Black","Passenger","27000"
"C_CND_020993","S-Class","Overhead Camshaft","Manual","Pale White","SUV","21000"
"C_CND_020994","Explorer","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","18000"
"C_CND_020995","LS","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","45000"
"C_CND_020996","Durango","Overhead Camshaft","Manual","Black","SUV","22000"
"C_CND_020997","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","18000"
"C_CND_020998","Avenger","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","22000"
"C_CND_020999","Escalade","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","28000"
"C_CND_021000","Sebring Coupe","Overhead Camshaft","Manual","Pale White","Sedan","26500"
"C_CND_021001","Catera","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","28000"
"C_CND_021002","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","9000"
"C_CND_021003","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","19000"
"C_CND_021004","Avenger","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","22000"
"C_CND_021005","Sonata","Overhead Camshaft","Manual","Pale White","SUV","21001"
"C_CND_021006","Ram Van","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","15001"
"C_CND_021007","Malibu","Overhead Camshaft","Manual","Pale White","SUV","41000"
"C_CND_021008","GTI","Overhead Camshaft","Manual","Black","SUV","25001"
"C_CND_021009","ES300","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","27000"
"C_CND_021010","Camry","Overhead Camshaft","Manual","Black","Hatchback","29501"
"C_CND_021011","Ranger","Overhead Camshaft","Manual","Black","SUV","18000"
"C_CND_021012","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31001"
"C_CND_021013","Navigator","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","19001"
"C_CND_021014","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","45001"
"C_CND_021015","Park Avenue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","62501"
"C_CND_021016","Contour","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19101"
"C_CND_021017","Voyager","Overhead Camshaft","Manual","Pale White","Passenger","12001"
"C_CND_021018","Frontier","Overhead Camshaft","Manual","Pale White","Hatchback","20000"
"C_CND_021019","Accord","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","21000"
"C_CND_021020","Camry","Overhead Camshaft","Manual","Black","Hatchback","29000"
"C_CND_021021","Breeze","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22001"
"C_CND_021022","Eldorado","Overhead Camshaft","Manual","Pale White","Passenger","31000"
"C_CND_021023","Altima","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","20500"
"C_CND_021024","S40","Overhead Camshaft","Manual","Pale White","Sedan","17000"
"C_CND_021025","Outback","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","57300"
"C_CND_021026","Corvette","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","25000"
"C_CND_021027","RL","Overhead Camshaft","Manual","Black","SUV","18000"
"C_CND_021028","Odyssey","Overhead Camshaft","Manual","Pale White","Passenger","27800"
"C_CND_021029","GTI","Overhead Camshaft","Manual","Black","SUV","25000"
"C_CND_021030","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","32500"
"C_CND_021031","Concorde","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","46000"
"C_CND_021032","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","31001"
"C_CND_021033","Navigator","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Sedan","19501"
"C_CND_021034","S-Type","Overhead Camshaft","Manual","Pale White","Passenger","45001"
"C_CND_021035","Park Avenue","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","62001"
"C_CND_021036","Contour","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","19001"
"C_CND_021037","Voyager","Overhead Camshaft","Manual","Pale White","Passenger","12001"
"C_CND_021038","Prizm","Overhead Camshaft","Manual","Pale White","SUV","22000"
"C_CND_021039","328i","Overhead Camshaft","Manual","Pale White","Sedan","21001"
"C_CND_021040","Metro","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","31001"
"C_CND_021041","Ram Pickup","Overhead Camshaft","Manual","Pale White","SUV","21000"
"C_CND_021042","Intrepid","Overhead Camshaft","Manual","Black","Sedan","11001"
"C_CND_021043","Frontier","Overhead Camshaft","Manual","Pale White","Hatchback","20001"
"C_CND_021044","Mustang","Overhead Camshaft","Manual","Pale White","Hatchback","25001"
"C_CND_021045","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19001"
"C_CND_021046","Jetta","Overhead Camshaft","Manual","Pale White","Passenger","24001"
"C_CND_021047","LW","Overhead Camshaft","Manual","Pale White","Hatchback","13500"
"C_CND_021048","Caravan","Overhead Camshaft","Manual","Pale White","SUV","24000"
"C_CND_021049","Passat","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","32500"
"C_CND_021050","S40","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","29000"
"C_CND_021051","CL500","Overhead Camshaft","Manual","Black","SUV","22500"
"C_CND_021052","Viper","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","23000"
"C_CND_021053","Galant","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","36000"
"C_CND_021054","Bonneville","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_021055","Pathfinder","Overhead Camshaft","Manual","Pale White","SUV","11000"
"C_CND_021056","Quest","Overhead Camshaft","Manual","Black","SUV","19000"
"C_CND_021057","Passport","Overhead Camshaft","Manual","Black","SUV","22000"
"C_CND_021058","Silhouette","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","12000"
"C_CND_021059","RAV4","Overhead Camshaft","Manual","Pale White","Hatchback","22001"
"C_CND_021060","Durango","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","10001"
"C_CND_021061","Continental","Overhead Camshaft","Manual","Black","Passenger","42000"
"C_CND_021062","Diamante","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Hatchback","18000"
"C_CND_021063","Breeze","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22001"
"C_CND_021064","A4","Overhead Camshaft","Manual","Pale White","SUV","12001"
"C_CND_021065","Civic","Overhead Camshaft","Manual","Black","Hatchback","43600"
"C_CND_021066","CR-V","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","22000"
"C_CND_021067","Park Avenue","Overhead Camshaft","Manual","Pale White","Hatchback","45000"
"C_CND_021068","Escalade","Overhead Camshaft","Manual","Black","Sedan","34000"
"C_CND_021069","Wrangler","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19000"
"C_CND_021070","S40","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Sedan","42000"
"C_CND_021071","Caravan","DoubleÃ‚Â Overhead Camshaft","Auto","Black","SUV","23501"
"C_CND_021072","LHS","Overhead Camshaft","Manual","Black","Hatchback","51000"
"C_CND_021073","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","22000"
"C_CND_021074","Grand Prix","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","42000"
"C_CND_021075","Jetta","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Passenger","69000"
"C_CND_021076","Xterra","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","26000"
"C_CND_021077","Ram Pickup","Overhead Camshaft","Manual","Black","SUV","19001"
"C_CND_021078","Quest","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","SUV","32500"
"C_CND_021079","Tacoma","Overhead Camshaft","Manual","Pale White","SUV","82000"
"C_CND_021080","328i","Overhead Camshaft","Manual","Pale White","Sedan","21001"
"C_CND_021081","Metro","DoubleÃ‚Â Overhead Camshaft","Auto","Black","Passenger","31001"
"C_CND_021082","Passport","Overhead Camshaft","Manual","Pale White","SUV","27000"
"C_CND_021083","Intrepid","Overhead Camshaft","Manual","Black","Sedan","11001"
"C_CND_021084","Frontier","Overhead Camshaft","Manual","Pale White","Hatchback","20501"
"C_CND_021085","Mustang","Overhead Camshaft","Manual","Pale White","Hatchback","25001"
"C_CND_021086","323i","DoubleÃ‚Â Overhead Camshaft","Auto","Pale White","Hatchback","19301"
"C_CND_021087","Jetta","Overhead Camshaft","Manual","Pale White","Passenger","24000"
"C_CND_021088","Accent","Overhead Camshaft","Manual","Black","Hatchback","18000"
"C_CND_021089","Silhouette","Overhead Camshaft","Manual","Pale White","Sedan","19000"
